conservative,"@Mancman10 @jimsrob He has left it late - it's just an open goal for Tories, could have closed it sooner.",0.0
snp,ma timeline is full of snp :/ pls leave :/,-0.5719
ukip labour,"RT @SunPolitics: YouGov/Sun poll tonight - Labour have a one-point lead: CON 34%, LAB 35%, LD 8%, UKIP 12%, GRN 5%",0.0
snp,"@aleixsarri @eduardvoltas Home, si haguessin guanyat els haurien deixat marxar. Van ser els escocesos els q es va ""rajar"". I ara voten SNP?",0.0
snp,"@YouAreMyForest @Eileen43Eileen @theSNP @Common_Weal No, Common Weal is not nationalist (SNP similarly now) but we have to start somewhere",-0.1531
labour,"To be fair to Milliband, the non-domicile tax rule should be abolished and is one the few decent features of his manifesto.",0.3182
labour,"RT @alanthegasman: Tim Farron - ""Miliband has ruled out reality""",0.0
labour,RT @thetimes: Tomorrow's front page: Miliband savaged for ‘lies’ over spending #tomorrowspaperstoday http://t.co/LKNk3wIdtg,-0.4588
labour conservative,"RT @YesGiffnock: Here is Ed Miliband handing the GE to the Tories Please RT
http://t.co/sCgqHx6lj6",0.3182
conservative,RT @DVATW: Off to the #foodbank to fight off the hunger caused by evil Tory cuts... http://t.co/zjfy2Cq6zg,-0.8402
labour,RT @DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? http://t.c…,-0.3089
snp labour,"RT @larbertred: .@Ed_Miliband I'm not an SNP supporter, but I find your stance over them is nothing short of political blackmail and shows …",-0.1045
ukip,RT @Number10cat: In the usual #bbcqt slot the BBC is showing 30 minutes of just Nigel Farage; not sure I'll be able to tell the difference.…,-0.2411
snp labour,Ed Miliband says he doesn't care if he loses every vote in parliament for 5 years? Why should he draw a Prime Minister's salary? #VoteSNP,-0.6472
snp labour conservative,"RT @FrankyB88: Jim Murphy's head must be spinning. He's spent four months saying ""vote SNP, get Tory"". Ed says tonight ""vote Labour, get To…",0.0
labour conservative,John Carver thinking he is in 'pole position' for the job is like Cameron and Miliband kidding themselves about a majority government. #NUFC,0.4404
snp labour,RT @UKLabour: Confirmed by @Ed_Miliband - there'll be no deals and no coalitions with the SNP #bbcqt http://t.co/3dg5o5FVz4,-0.5267
ukip,RT @davidclewis: Too good to be true. Wayne Kerr standing for Ukip. http://t.co/Pr4l4PiR02 (via @chrissalmon),0.6908
ukip labour,"RT @MSmithsonPB: LAB still in lead in latest latest YouGov Sun poll but CON up 1
LAB  34% =
CON 33% +1 
UKIP 14%=
LD 8% -1
GRN 5% -1",0.0
snp,Hmm! Will be interesting to see if Millipede will keep his promise NOT to get into bed with the SNP. Can't see him in No. 10 without them.,0.4753
labour,"RT @WingsScotland: Steady on, everyone - here's what Ed Miliband ACTUALLY said tonight: http://t.co/io0W56rGsP",0.0
snp labour,RT @HTScotPol: Miliband's refusal to have a Labour govt if it means deal with #SNP is almost a self-fulfilling prophecy. He'll get thrashed…,0.0
ukip labour,"RT @rurallabouruk: Tonight's You Gov Poll 
Labour move ahead
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0
snp labour conservative,@mrmarksteel people wont forgive labour if they dont do a deal with the SNP and let the tories carry on with deeper cuts.,-0.4614
labour,#bbcqt was that a banker in the audience who accused Ed Miliband of lying? Didn't the deficit bale out the banks?,-0.5722
snp labour conservative,"RT @rathoCC: @kdugdalemsp @Ed_Miliband Got that wrong Kez, Ed just said he would rather Tories than work with #SNP Not very well thought ou…",-0.1796
libdem,RT @suehowesdyke: Nick Clegg - how good is he?  Brilliant! @bbcqt @nickclegg @LibDems,0.7901
snp labour,The pathetic Labour party can't convince folk in England to vote for them but it's Scotland's fault. Vote #SNP #GE15,-0.6619
snp labour conservative,"RT @WalesForIndy: Did you hear that No Voters?

Your Labour leader prefers a Tory Govt rather than a stronger voice for Scotland.

Well don…",0.3612
snp labour,#Internacionales: Miliband asegura que renunciará a un gobierno laborista antes que pactar con el SNP http://t.co/NhDxg4fE33,0.0
labour,Allegra Stratton commenting that Ed Miliband was subjected to a tougher line of questioning. We did notice. #newsnight,0.0772
snp labour conservative,Ed Miliband has said he would prefer a Tory Government than deal with the democratic voice of Scotland. #RedToriesOut #GE2015,0.0
snp labour,RT @ullapool2179: @UKLabour @Ed_Miliband therefore there will be no Labour government #SNP,-0.296
snp labour conservative,RT @Sol_00: @ScotlandTonight @bbcqt That it shows what Labour has become. They'd rather a Tory government than work with SNP &amp; other progre…,0.0
snp labour conservative,RT @ScotNational: A bit late tonight .. Miliband prefers Cameron as PM to working with SNP. Tommorrow's front page from @scotnational http:…,0.0
labour conservative,.@JimForScotland you and your colleagues at @UKLabour just do not have a clue. You really don't.  Your have just confirmed you are Tories.,0.0
libdem conservative,How can Nick Clegg stand there and LIE about the fact he CHOSE to align with the Tories?? #bbcqt,0.0
snp labour,RT @BuntinRobert: The finest reply to Ed M's dismissal of Scots' democratic votes is to deliver 59 SNP MPs.,0.0
conservative,"RT @ChaabanRabih: Judge David Cameron on his record not on what he tell you
Figures show 29% of UK children are in poverty #bbcqt
http://t.…",-0.5106
conservative,RT @lalamandi2205: 7 things David Cameron said on tonight's debate that weren't *quite* correct http://t.co/0WlGHd2yzZ,0.0
labour conservative,"RT @Ed_Miliband: The choice: 
→child benefit and tax credits protected by Labour
→child benefit and tax credits slashed by the Tories http:…",0.9001
conservative,"RT @OwenJones84: One week to kick the Tories out. If not, five more years of David Cameron, George Osborne, IDS, and Michael Gove. It's up …",0.0
ukip,RT @Artsynixx: @UKIP @Nigel_Farage I'm Canadian and I would vote UKIP if I could ! I'm looking forward to watching this :),0.5848
conservative,"Thoughts on the debate, even though I am not a conservative, I still have a sense if admiration for David Cameron's charisma.",0.5423
snp labour,RT @SNPOut: #Scotland #GE2015 keep #SNPOut A vote for the SNP is now a wasted vote 😃 thanks for the clarification Ed. #bbcqt,-0.0772
snp labour,"RT @djhenshall: If the Labour Party eventually end up coming to the SNP for a deal I hope Nicola Sturgeon completely reinvents the term ""Ha…",0.6808
libdem conservative,RT @SteveTheQuip: All well &amp; good Clegg saying he is sorry about tuition fees but he has spent 5 years backing a Tory Govt all the way-incl…,0.3612
snp labour,RT @dmccafferty49: Miliband just played to middle England and lost Scotland.,0.0258
ukip,RT @UKIP: Cheers! Official @UKIP account passes 100k followers #UKIP http://t.co/mdJ2MC95ek,0.5255
labour conservative,RT @Amina_Lone: Astonished that @GuardianDigital stooped this low. Labour were told NO wraparounds. Tories buying election #levenson http:/…,-0.4035
snp labour conservative,RT @ScotNational: A bit late tonight .. Miliband prefers Cameron as PM to working with SNP. Tommorrow's front page from @scotnational http:…,0.0
snp,@alisonthewliss SNP now entrusts political polls to till girls. #snpout,0.0
ukip labour,"RT @Nigel_Farage: Miliband says its ""unlikely"" there'll be further transfer of powers to EU, one day after the EU proposes a common migrati…",0.0
ukip,"RT @rachelhappyface: @CityImpro well, ukip have the same colour scheme as tangled...",0.2732
snp labour conservative,RT @AngrySalmond: Ironic Labour &amp; Tories accuse #SNP of living on another planet when they're the ones not waking up to the reality of thei…,-0.3182
snp labour conservative,"RT @JamesMelville: If Miliband would rather let Tories back in than ""do a deal"" with the SNP,  Labour will lose the whole of the UK, not ju…",-0.4019
labour conservative,RT @LabourEoin: Debt Interest Payments Labour inherited from Tories in 1997 were 30% higher than Debt Interest Payment in 2010 #BBCqt http:…,0.25
ukip labour,"RT @britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0
snp labour conservative,Tomorrow's @scotnational: Would Miliband really prefer Cameron in Number 10 to working with Sturgeon? #GE2015 #bbcqt http://t.co/HtninlMyZf,0.0772
conservative,"RT @AndrewzCooper: Feels increasingly likely that Cameron will stay in No 10, maybe with a majority. On the plus side, it will destroy the …",-0.6908
ukip labour,"RT @NewsLine247: #Labour is ahead by 1 point in tonight's YouGov poll. 

LAB 35% +1
CON 34% -1
UKIP 12% -
LD 8% -1 
GRN 5% +1

#GE2015 http…",0.0
ukip labour,"RT @britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0
ukip,"@7clarkyred my dads lived here since the fifties has never voted and still has an Irish passport, I told him Ukip would have him deported.😂",0.0
libdem labour conservative,"I must admit, unlike David Cameron and Nick Clegg its hard to dislike Ed Miliband. #ELECTION2015",-0.296
conservative,"A clear dose of reality from @janebaugh1 to challenge weirdly delusional Tory tweets.
#FairerTrafford #gocompare http://t.co/mZjmyJuZoW",0.1779
conservative,@HTawfiq1 I'm unlikely to vote tory after @LouiseMensch 's shameful display vs @ProteinWorld @Conservatives are children unfit to rule.,-0.4939
snp labour,Milliband doet snp in de ban. Strakke zet. Jammer dan weer van die struikelpartij.,-0.8176
labour,"RT @LiarMPs: Russell Brand wants to hug people who thinks its ok to chop peoples heads off on our streets.
Miliband is only reaching out to…",0.7269
ukip,RT @jonhotspur88: UKIP supporters make me laugh. Any other politician getting a hard time from an audience is fine but when its frog face i…,0.5346
snp labour,RT @scottishfirst: #GE15 #VoteSNP Ed Milliband has just said that the disputed 1707 Act of Union beteween Scotland and England is over. *ST…,-0.34
snp,RT @aliboomaye: The hype and demonisation of the SNP broken down expertly by Mark Steel #bbcqt http://t.co/YTT3SDinZW,-0.4767
snp labour,"Yes, it's enraged SNP, but the alternative would have been to cut Scottish Labour candidates adrift totally.",-0.3919
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
conservative,RT @ampp3d: 7 things David Cameron said on tonight's Question Time debate that weren't *quite* correct http://t.co/miQgD2jfSI http://t.co/E…,0.0
conservative,"RT @BoringOleFart: So @EdMiliband_MP let me get this right,  if it is a hung parliament you would rather have another Tory government than …",0.0
ukip,RT @Number10cat: In the usual #bbcqt slot the BBC is showing 30 minutes of just Nigel Farage; not sure I'll be able to tell the difference.…,-0.2411
labour,RT @Kevin_Maguire: Miliband right to confront spending argument head on. Tricky but can't let the lies continue,0.1526
labour conservative,RT @ScotNational: Nobel Prize winning economist: Labour and Tories are completely wrong on austerity http://t.co/GHAeW0wPDP http://t.co/Kpw…,0.5118
snp labour,"RT @MarcherLord1: #bbcqt Miliband:""We will NOT form a coalition with the SNP""
RT for absolute bollocks
FAV for ""I'm gullible and totally be…",0.3034
labour conservative,"RT @Tommy_Colc: FT come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it @sturdyAlex http://…",0.4019
snp labour,RT @blacktriangle1: #NUMPTY #ED #Miliband just declared #war on #Scotland tonight on the #BBC before the entire #UK. That's the truth. He's…,0.3182
snp,"RT @AamerAnwar: #SNP #VoteSNP A voice 4 Scotland, sick of the contempt by WM for the people North &amp; South http://t.co/2km73SD2wc",-0.7964
ukip conservative,"@TheLastLeg #isitok that the UKIP manifesto is big, long and purple like something from Tory manifesto's secret range #possiblecoalition",0.3612
ukip,Paxman basically a huge Farage fan ....,0.5574
snp,http://t.co/z5IONTo6tL SNP leader faces audience questions: Nicola Sturgeon is… http://t.co/3FpsKvo8sd,0.0
libdem ukip labour,"RT @DJack_Journo: Labour have a one-point lead in tonight's @YouGov/Sun poll: Lab 35%, Con 34%, UKIP 12%, Lib Dems 8%, Green 5%",0.0
snp,RT @RhebelRhebel: Just imagine how many votes the SNP would get if they ditched the OBAF act and reigned in Police Scotland's power grab.,0.0
libdem labour conservative,"RT @TeresaC123: Mirror Poll Who came off best on Leaders' Question Time?#bbcqt
Ed Miliband - 62%
David Cameron - 29%
Nick Clegg - 9% http:/…",0.6369
ukip,"RT @TheLastLeg: ""Nobody wants to sit next to the guy on the tube that's underlining passages of the UKIP manifesto"" http://t.co/EhiqlWsY4T",0.0
snp labour,RT @Francislunn: How can Ed Miliband form a minority government without some kind of tacit deal with the SNP?,0.0
labour conservative,RT @UKLabour: Remember what he said about the NHS in 2010? You can't trust David Cameron with the NHS. #BBCQT http://t.co/f8a9lnxLEc,-0.4023
labour,RT @HelenRumbold: @kdugdalemsp @Ed_Miliband Has he ever heard of democracy. He's just committed political suicide so your spinning won't wo…,-0.5267
snp labour conservative,@ScottishPleb @daniboy104 @AHairyBiker SNP are not Toxic. Everybody lurves Nichola. Why wouldn't Labour *lock Cameron out of  # 10* with SNP,0.0
labour,RT @OddMiliband: Ed Miliband trying to wear a suit http://t.co/zrmXr60i54,0.0
labour conservative,RT @faisalislam: Guardian/ICM instant poll gives it 44% to 38% to Cameron versus Miliband...  http://t.co/BuxRF57U61 #GE2015,0.0
snp labour,RT @Channel4News: .@Ed_Miliband: We won’t do any kind of deal with the #SNP #bbcqt http://t.co/KOSrEjfDR6 #c4news http://t.co/kWXyhHVRSq,0.0
conservative,RT @MirrorPolitics: 7 things David Cameron said on tonight's Question Time debate that weren't *quite* correct http://t.co/NTmOUnYJKc http:…,0.0
snp labour conservative,@Redrho70 @rich_falconer @JimForScotland you are assuming that the SNP will have  influence if labour loses seats in Scotland Tories are in!,-0.3802
conservative,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…",0.0258
labour,RT @LeeSeville_UKIP: Miliband tells country it's a #Labour majority government or nothing. That won't happen so don't waste your votes. #Vo…,0.3839
snp labour,RT @CCHQPress: Labour will be crushed in Scotland - imagine Miliband trying to hold his own with the SNP after tonight's performance #BBCQT,-0.4215
labour conservative,"RT @Moray_Greig: @JimForScotland If Labour are not willing to work with a left-leaning party to keep Tories out, then what is the point of …",0.4019
labour,"#Miliband wants to get his hands on YOUR money to spend on HIS pet projects which don't include YOU. Pay UP, Shut UP https://t.co/uedFQcX0ol",0.0762
ukip conservative,RT @Ian_Fraser: #MustRead Nigel Henderson tells #Conservative biz ambassador @karren_brady why he's not backing the Tories http://t.co/bEAH…,-0.0191
libdem,RT @MirrorPolitics: Clegg's big problem is that no matter how many times he apologies for tuition fees voters still remember #bbcqt http://…,-0.5859
ukip labour,"RT @NewsLine247: #Labour is ahead by 1 point in tonight's YouGov poll. 

LAB 35% +1
CON 34% -1
UKIP 12% -
LD 8% -1 
GRN 5% +1

#GE2015 http…",0.0
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
snp,"#bbcqt If Scotland vote SNP in most seats, then they've voted for Independence without winning the actual vote.
Shameful.",-0.7163
conservative,RT @AdamBienkov: Exclusive: Tory says vote Tory. http://t.co/Zoj5RR1S13,0.128
snp labour,RT @EconBritain: Ed Miliband standing firm on SNP despite tough questioning from Dimbleby and audience. Playing a tough hand with confidenc…,0.7215
snp labour conservative,So the Labour Party would rather let the Tories in than work with the SNP. Unbelievable,0.5809
libdem,RT @jamesosh: Clegg talking crap on tuition fees. He wasn't between 'rock and hard place'. I was in the room when he decided to vote for it…,-0.4588
snp conservative,"@gwpurnell Of course not, but by being seen to say he'd prefer to a Tory gov to even co-peration with the SNP will damage him up here.",-0.6486
ukip conservative,"RT @UKIP: Cameron knows Farage ""would have held his feet to the fire"" so avoided head-to-head debate, #UKIP's @paulnuttallukip",-0.6722
conservative,"RT @BillOddie: If wildlife had the vote TORIES wouldn't even exist. We need nature, nature needs us. Get rid of this government. Please.",0.3182
conservative,Tory Burch Wedges Black Sandals Womens size 10.5 M Used $220 http://t.co/V6AWqsoWaq http://t.co/atwrzhVcuy,0.0
labour conservative,RT @chunkymark: Looks like a minority labour government unless Tory claimed Royal Baby born 5th May swings right wing patriots @OwenJones84,0.3612
conservative,RT @AdeleCarlyon: Lots of people moaning on facebook that their anti tory posts are being blocked! #facebookblockingposts,-0.6239
snp,@SteveRHolmes @jameslee42 SNP aim is to showScottish voters that they are the authentic party of the Left (they're not) &amp; WM are the baddies,0.4019
libdem,RT @JohnRentoul: Clegg talking garbage about Greece in 2010 contradicted sharply by man in audience.,-0.3182
libdem,What is that guy asking if Nick Clegg has a back up job planned for? Mate go run off a cliff🏃,0.0
snp labour conservative,@_DanSheed no! Quite simply if labour won't do a deal with SNP and Cameron can't muster 323/326 then it's likely that the Queens Speech...,-0.3595
labour conservative,#bbcqt I'm surprised Cameron only got 44%. The last time I saw Miliband on TV he was being owned by Myleene Klass,0.2263
snp labour conservative,So now Scotland knows the truth about Labour. Miliband prefers 5 more years of Tory austerity &amp; rule than to acknowledge our democratic will,0.3182
snp labour conservative,RT @scotnotbritt: Well thats it. LABOUR would rather have a TORY government rather than work with the SNP. http://t.co/SNMkRDCe9f,0.2732
labour conservative,RT @chunkymark: How would labour supporters/country feel if @Ed_Miliband let Tories have another 5 years by refusing to have coalition with…,-0.4019
conservative,"RT @roryjiwani: Bloody hell, Tories still going on about the ""no money"" letter. IT WAS A JOKE. James Callaghan got similar from a Tory in 1…",-0.7761
snp,katie hopkins calling my girl nicola sturgeon a poison dwarf actual fight me,-0.7269
labour conservative,"RT @billymac1964: @ScotlandTonight @bbcqt If Ed Miliband won't do everything he can to keep the Tories out, he shouldn't be leader of the L…",0.0
labour conservative,RT @_DanParis: Labour would rather keep David Cameron and George Osborne in power than work with a progressive party. What's the point in L…,0.4019
ukip,"We don't get the Farage broadcast, because we live in Wales. I'll chalk that up as a well earned point for living in Wales.",0.2732
labour,"RT @MeltonBlue: Ed Miliband won't accept Labour spent too much &amp; Ed Balls thinks the note was a joke. They're #JustNotUpToIt. #BBCQT
https:…",0.0041
labour conservative,"RT @benglaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" #GE2015 #bbcqt",0.6249
labour,RT @politicshome: Ed Miliband: Last Labour government did not overspend http://t.co/W9RJ2aSH6o http://t.co/4myFekg5ex,0.0
labour,miliband the bawless wonder . http://t.co/3pyI73g0Rt,0.0
snp labour,ed milliband did himself no harm today especially with his strong views on SNP and coalition gov #bbcqt,-0.2815
conservative,"RT @lesbonner: RT @trevdick: Tories are conning the voters, they haven't found a magic money tree!  #bbcqt http://t.co/TKVEIyufAB",0.0
libdem labour conservative,RT @KatyFBrand: What is obvious from tonight is that Miliband and Clegg really enjoy debating with people about ideas.  Cameron is just irr…,0.5413
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
snp labour,RT @billybragg: @DeborahJaneOrr Did Miliband just make a grand coalition more likely by refusing any deal with the SNP?,0.0094
ukip,@noironyintended @emztoby I think we are agreeing that rejecting AV was weird (although I guess it makes UKIP less likely to get seats now),-0.3182
labour,I swear I love the way ed miliband speaks 😂😂🙌🏻 #bbcqt,0.6124
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
snp,@YesForLab @colken16 @Cloughlinks nah..  A vote for snp is a vote for the snp...  We need representation down south that wont cave,0.0
ukip,"RT @KirkKus: Leaving the EU, would create 1 million jobs in the UK. #BetterOfOut #UKIP",0.2732
snp,@mikeyyy92 damned if he does to an extent. IMHO he will replace SNP with LIB DEM. won't give a maj but will lead a min gov,-0.2023
libdem labour conservative,Hearing Miliband Clegg &amp; Cameron demonise immigrants &amp; welfare claimants on #bbcqt makes me confident to vote #Greens http://t.co/dvDWSzEaYM,0.4939
labour,RT @BBCPolitics: Watch moment Ed Miliband stumbled as he left #bbcqt stage http://t.co/6Otobw0oHj,0.0
labour,Don't fancy a red tie then Miliband ? Don't blame you those communists ain't winning shit next week https://t.co/axHcaRkO0K,0.2924
snp labour,"RT @Markfergusonuk: No deal with the SNP a simple prospect. Labour put forward legislation. Other parties can back it, or it may fall. That…",0.4019
ukip conservative,@fleetstreetfox I like him. Can't wait to see the Tories/UKIP coalition.,0.3612
snp,SNP now entrusts political polls to till girls. #snpout  https://t.co/U4EqIL7MV9,0.0
ukip labour,"RT @Nigel_Farage: Miliband says its ""unlikely"" there'll be further transfer of powers to EU, one day after the EU proposes a common migrati…",0.0
snp labour,@RFCSwitcheroo  Middle England votes according to @afneil .Don't think Miliband gives a toss about @scottishlabour  or Scotland.#bbcqt,0.0
snp labour,"RT @mrmarksteel: Tomorrow Miliband will say 'let me tell you this, I'm not even voting for myself in case I do a deal with the SNP'.",0.0
libdem,@HungryHatter I'm starting to get a regular influx of LibDem and Green.,0.0
libdem,RT @FinanceTiger: @nick_clegg My 10 year old son enjoyed Nick Clegg on #bbcqt :-) Here is what he had to say. Politics .... http://t.co/phY…,0.6808
labour,"RT @YvetteCooperMP: ""I'm not going to cut tax credits or child benefit"" - @Ed_Miliband. Clear choice for working parents - too much to lose…",0.8366
snp labour conservative,"RT @WalesForIndy: Did you hear that No Voters?

Your Labour leader prefers a Tory Govt rather than a stronger voice for Scotland.

Well don…",0.3612
snp,"RT @ProfTomkins: This, truly, is a disgrace. The SNP should be ashamed http://t.co/CiasNpyW6n",-0.5267
libdem,RT @jamesosh: Clegg talking crap on tuition fees. He wasn't between 'rock and hard place'. I was in the room when he decided to vote for it…,-0.4588
labour conservative,"RT @Tommy_Colc: FT come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it @sturdyAlex http://…",0.4019
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
libdem labour conservative,"RT ""@BBCPolitics: Guardian/ICM poll on best #bbcqt performer:

Cameron - 44%
Miliband - 38%
Clegg - 19%
Were they watching the same show?!",0.6696
conservative,RT @HuffPostUKPol: The Tory spin message about David Cameron's performance is a bit obvious #bbcqt http://t.co/WBQnC9pQwX http://t.co/ATBq0…,0.0
labour conservative,RT @chunkymark: How would labour supporters/country feel if @Ed_Miliband let Tories have another 5 years by refusing to have coalition with…,-0.4019
labour conservative,RT @DarkBeige: If you were really drunk and in a bad way Ed Milliband would help get you home. Cameron would take pics and post them on Fac…,-0.5413
conservative,"That's like the Tories not talking about protecting the rich,they don't need to, it's in the DNA. @kennypieper @davowillz @debrakidd",0.3612
libdem,RT @DVATW: Clegg's primary allegiance is to #eussr #bbbqt,0.0
snp,"@Gildy55 bases as SNP, Plaid Cymru talk of doing...",0.0
snp labour conservative,"RT @FrankyB88: @ScotlandTonight @bbcqt kind of ruins Jim Murphy's only mantra ""vote SNP, get Tory"" if voting for Ed would result in a Tory …",-0.4927
snp,@judeenright @kennypieper @davowillz I call that scaremongering and emotional blackmail. The SNP have more policies than just independence.,0.1531
libdem,@mysticIifford no way clegg is the daddiest,-0.296
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
labour conservative,"RT @twcuddleston: The Tories whole campaign rests on bullying and personal attacks, Labour's rests on policies, values, and helping people.…",-0.4404
snp labour conservative,RT @LucioFulciFan: @ChristinaSNP Maybe now even the thickest Labourites in Scotland can see Labour would rather side with the Tories than s…,0.0
libdem,RT @jamesosh: Clegg talking crap on tuition fees. He wasn't between 'rock and hard place'. I was in the room when he decided to vote for it…,-0.4588
conservative,"TORY UK

MAKE SURE YOU VOTE ✅

GET THESE LEECHES OUT IN MAY ✅

RT ✅ http://t.co/d5q6cFJYdI",0.4648
snp labour conservative,RT @HTScotPol: Good grief. Ed Miliband hands SNP massive gift on #bbcqt by saying he'd rather Tories ran country than do a deal with #SNP,0.3818
snp,@thhamilton @54Beats44 that guy is sturgeon in disguise,-0.25
ukip conservative,RT @LeeCarus: If you plan on voting tory/ukip you're a bad wool. Pass it on.,-0.5423
libdem,RT @iainmartin1: Clegg doing well.,0.2732
labour,RT @twcuddleston: How can you not like Ed Miliband? #Milifandom #VoteLabour http://t.co/HPyIT1k8nc,-0.2755
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
conservative,"RT @Mylegalforum: Have a read of the lies of #IDS 

This is #Tory welfare &gt;&gt; http://t.co/ZUTP1WKKFe

I've probed them all

#BBCQT http://t.…",-0.4215
labour,Ed miliband won tonight's debate 3 horse race,0.5719
snp,"RT @suttonnick: Friday's i front page via @olyduff
No deal with SNP
#tomorrowspaperstoday #bbcpapers http://t.co/mrEWZRqq5d",-0.296
conservative,"RT @roryjiwani: Bloody hell, Tories still going on about the ""no money"" letter. IT WAS A JOKE. James Callaghan got similar from a Tory in 1…",-0.7761
labour conservative,Reading between the lines.Miliband that is offering the 5 more yrs of Tory austerity.Murphy is proof of incompetance https://t.co/f9qgkxWNyB,0.0
snp labour,Ed Miliband just finished #Labour in Scotland. will anyone be all that bothered? probably not #ge15,-0.3182
libdem labour conservative,RT @JamieRoss7: Tim Farron simulated a boxing punch when Clegg landed that line about Cameron and Miliband lying down in a darkened room. #…,-0.5267
libdem labour conservative,"RT @Charles_HRH: David Cameron, Ed Miliband, Nick Clegg. Snog, Marry, Avoid? #bbcqt",-0.296
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
snp labour conservative,"RT @eastwoodsnp222: @JimForScotland It's not a bluff Jim, If Lab let the Tories in instead of being supported by SNP to form a gov, they wi…",0.3182
ukip,RT @UKIPSOUTHEAST: #UKIP leader @Nigel_Farage encourages #Aylesbury residents to #gopurple and vote @Adams4Aylesbury http://t.co/HxCjSO9L3J,0.4404
conservative,@ivinsni because I think the Tories manifesto is better than the others.,0.4404
conservative,"RT @DavidWa50046817: #BattleForNumber10 David Cameron economic record isn't great nothing to be proud of hasn't cut the debt,debt went up",-0.6167
ukip,RT @Nigel_Farage: Make sure you tune in to #AskNigelFarage tonight on BBC 1 at 22:50! #UKIP http://t.co/ogHSc2Rsr2,0.3802
labour conservative,RT @SkyNews: Why won't David Cameron debate with Ed Miliband directly? #GE2015  http://t.co/n5H9t7LmuO,0.0
conservative,RT @OwenJones84: Young people who don’t have rich parents have already been hammered by the crisis. David Cameron pledges to hammering them…,-0.128
libdem labour conservative,"RT @jimleesx: @kdugdalemsp @Ed_Miliband incredible own goal tonight, labour will never be forgiven for standing by whilst Cameron and clegg…",-0.2924
snp,RT @MattTweets11: 'SNP balance the books every year' blah blah. Swinney has no choice otherwise he goes to prison. SNP are idiots. #SNPout,-0.743
conservative,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…",0.0258
snp labour conservative,"RT @TimReidBBC: Sturgeon says ""Ed Miliband ""sounded as if he was saying he would rather see Cameron and the conservatives back in govt than…",0.0
conservative,@TheLastLeg #milibrandcuts discussing tory manifesto and Johnny rock-hard?,0.0
snp labour,RT @HTScotPol: Miliband's refusal to have a Labour govt if it means deal with #SNP is almost a self-fulfilling prophecy. He'll get thrashed…,0.0
labour,"RT @GuidoFawkes: Audience:

""Do you accept that when Labour was in government it overspent?""

Miliband:

""No I don't""

There you have it fo…",0.1027
snp,"RT @AamerAnwar: #SNP #VoteSNP A voice 4 Scotland, sick of the contempt by WM for the people North &amp; South http://t.co/2km73SD2wc",-0.7964
conservative,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…",0.0258
conservative,New Game of Thrones character. Tory-on Lannister. http://t.co/4jGPQ4r9Fi,0.0
snp,"RT @PeteWishart: The winner of this 'debate' is Nicola Sturgeon, again. And she's not even there. #bbcqt",0.5859
labour conservative,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.4019
ukip,RT @bigglesse5a: Jack Clarkson with Michael Crick today in Rotherham. @SouthyorkPCC  #UKIP http://t.co/kNcNnydpgd,0.0
